ideCadastro,codOrcamento,condicao,matricula,idParlamentar,nome,nomeParlamentar,urlFoto,sexo,uf,partido,gabinete,anexo,fone,email,comissoes/titular,comissoes/suplente
141513,2215,Titular,232,5830796,OLAVO BILAC PINTO NETO,BILAC PINTO,http://www.camara.gov.br/internet/deputado/bandep/141513.jpg,masculino,MG,PR,806,4,3215-5806,dep.bilacpinto@camara.gov.br,,
160571,2851,Titular,473,5830304,JOÃO RODRIGUES,JOÃO RODRIGUES,http://www.camara.gov.br/internet/deputado/bandep/160571.jpg,masculino,SC,PSD,503,4,3215-5503,dep.joaorodrigues@camara.gov.br,,
73483,3662,Titular,500,5830770,LUIS CARLOS HEINZE,LUIS CARLOS HEINZE,http://www.camara.gov.br/internet/deputado/bandep/73483.jpg,masculino,RS,PP,526,4,3215-5526,dep.luiscarlosheinze@camara.gov.br,,
73535,1808,Titular,363,5830590,JORGE TADEU MUDALEN,JORGE TADEU MUDALEN,http://www.camara.gov.br/internet/deputado/bandep/73535.jpg,masculino,SP,DEM,538,4,3215-5538,dep.jorgetadeumudalen@camara.gov.br,,
160531,2670,Titular,5,5830341,JOHNATHAN PEREIRA DE JESUS,JHONATAN DE JESUS,http://www.camara.gov.br/internet/deputado/bandep/160531.jpg,masculino,RR,PRB,535,4,3215-5535,dep.jhonatandejesus@camara.gov.br,,
178863,3772,Titular,220,5830447,ULDURICO ALENCAR PINTO,ULDURICO JUNIOR,http://www.camara.gov.br/internet/deputado/bandep/178863.jpg,masculino,BA,PV,729,4,3215-5729,dep.ulduricojunior@camara.gov.br,,
178894,3701,Titular,234,5830484,LAUDIVIO ALVARENGA CARVALHO,LAUDIVIO CARVALHO,http://www.camara.gov.br/internet/deputado/bandep/178894.jpg,masculino,MG,SD,717,4,3215-5717,dep.laudiviocarvalho@camara.gov.br,,
74163,1413,Titular,275,5830639,CARLOS HUMBERTO MANNATO,CARLOS MANATO,http://www.camara.gov.br/internet/deputado/bandep/74163.jpg,masculino,ES,SD,313,4,3215-5313,dep.carlosmanato@camara.gov.br,,
178837,3048,Titular,52,5830541,RAIMUNDO ANGELIM VASCONCELOS,ANGELIM,http://www.camara.gov.br/internet/deputado/bandep/178837.jpg,masculino,AC,PT,543,4,3215-5543,dep.angelim@camara.gov.br,,
73486,3666,Titular,516,5830627,DARCI POMPEO DE MATTOS,POMPEO DE MATTOS,http://www.camara.gov.br/internet/deputado/bandep/73486.jpg,masculino,RS,PDT,704,4,3215-5704,dep.pompeodemattos@camara.gov.br,,
99654,2741,Titular,194,5830292,ERIVELTON LIMA SANTANA,ERIVELTON SANTANA,http://www.camara.gov.br/internet/deputado/bandep/99654.jpg,masculino,BA,PEN,756,4,3215-5756,dep.eriveltonsantana@camara.gov.br,,
74449,3511,Titular,80,5830633,PEDRO FERNANDES RIBEIRO,PEDRO FERNANDES,http://www.camara.gov.br/internet/deputado/bandep/74449.jpg,masculino,MA,PTB,814,4,3215-5814,dep.pedrofernandes@camara.gov.br,,
160561,2809,Titular,375,5830782,JOSÉ OLIMPIO SILVEIRA MORAES,MISSIONÁRIO JOSÉ OLIMPIO,http://www.camara.gov.br/internet/deputado/bandep/160561.jpg,masculino,SP,DEM,507,4,3215-5507,dep.missionariojoseolimpio@camara.gov.br,,
146788,3714,Titular,236,5830596,MARCELO GUILHERME DE ARO FERREIRA,MARCELO ARO,http://www.camara.gov.br/internet/deputado/bandep/146788.jpg,masculino,MG,PHS,280,3,3215-5280,dep.marceloaro@camara.gov.br,,
178997,3733,Titular,106,5830667,MOSES HAENDEL MELO RODRIGUES,MOSES RODRIGUES,http://www.camara.gov.br/internet/deputado/bandep/178997.jpg,masculino,CE,PMDB,809,4,3215-5809,dep.mosesrodrigues@camara.gov.br,,
160528,2719,Titular,148,5830335,DANILO JORGE DE BARROS CABRAL,DANILO CABRAL,http://www.camara.gov.br/internet/deputado/bandep/160528.jpg,masculino,PE,PSB,423,4,3215-5423,dep.danilocabral@camara.gov.br,,
74383,1968,Titular,466,5830713,FERNANDO LÚCIO GIACOBO,GIACOBO,http://www.camara.gov.br/internet/deputado/bandep/74383.jpg,masculino,PR,PR,762,4,3215-5762,dep.giacobo@camara.gov.br,,
160545,2796,Titular,334,5830381,ALEXANDRE LEITE DA SILVA,ALEXANDRE LEITE,http://www.camara.gov.br/internet/deputado/bandep/160545.jpg,masculino,SP,DEM,841,4,3215-5841,dep.alexandreleite@camara.gov.br,,
141440,2437,Titular,88,5830690,FRANCISCO LOPES DA SILVA,CHICO LOPES,http://www.camara.gov.br/internet/deputado/bandep/141440.jpg,masculino,CE,PCdoB,310,4,3215-5310,dep.chicolopes@camara.gov.br,,
73926,1135,Titular,10,5830358,JANETE MARIA GÓES CAPIBERIBE,JANETE CAPIBERIBE,http://www.camara.gov.br/internet/deputado/bandep/73926.jpg,feminino,AP,PSB,209,4,3215-5209,dep.janetecapiberibe@camara.gov.br,,
178866,3710,Titular,98,5830427,LUIZIANNE DE OLIVEIRA LINS,LUIZIANNE LINS,http://www.camara.gov.br/internet/deputado/bandep/178866.jpg,feminino,CE,PT,713,4,3215-5713,dep.luiziannelins@camara.gov.br,,
160632,2769,Titular,271,5830504,JOSÉ SILVA SOARES,ZÉ SILVA,http://www.camara.gov.br/internet/deputado/bandep/160632.jpg,masculino,MG,SD,608,4,3215-5608,dep.zesilva@camara.gov.br,,
179000,3713,Titular,235,5830404,MARCELO HENRIQUE TEIXEIRA DIAS,MARCELO ÁLVARO ANTÔNIO,http://www.camara.gov.br/internet/deputado/bandep/179000.jpg,masculino,MG,PR,824,4,3215-5824,dep.marceloalvaroantonio@camara.gov.br,,
74688,3573,Titular,313,5830521,LUIZ SÉRGIO NÓBREGA DE OLIVEIRA,LUIZ SÉRGIO,http://www.camara.gov.br/internet/deputado/bandep/74688.jpg,masculino,RJ,PT,409,4,3215-5409,dep.luizsergio@camara.gov.br,,
73482,3661,Titular,498,5830527,HENRIQUE FONTANA JÚNIOR,HENRIQUE FONTANA,http://www.camara.gov.br/internet/deputado/bandep/73482.jpg,masculino,RS,PT,256,4,3215-5256,dep.henriquefontana@camara.gov.br,,
141434,2424,Titular,54,5830742,FLAVIANO FLÁVIO BAPTISTA DE MELO,FLAVIANO MELO,http://www.camara.gov.br/internet/deputado/bandep/141434.jpg,masculino,AC,PMDB,224,4,3215-5224,dep.flavianomelo@camara.gov.br,,
178953,3096,Titular,44,5830550,EXPEDITO GONCALVES FERREIRA NETTO,EXPEDITO NETTO,http://www.camara.gov.br/internet/deputado/bandep/178953.jpg,masculino,RO,PSD,943,4,3215-5943,dep.expeditonetto@camara.gov.br,,
74651,3155,Titular,226,5830719,CARLOS DO CARMO ANDRADE MELLES,CARLOS MELLES,http://www.camara.gov.br/internet/deputado/bandep/74651.jpg,masculino,MG,DEM,243,4,3215-5243,dep.carlosmelles@camara.gov.br,,
178982,3709,Titular,365,5830696,LUIZ LAURO FERREIRA FILHO,LUIZ LAURO FILHO,http://www.camara.gov.br/internet/deputado/bandep/178982.jpg,masculino,SP,PSB,418,4,3215-5418,dep.luizlaurofilho@camara.gov.br,,
73466,1876,Titular,460,5830573,RUBENS BUENO,RUBENS BUENO,http://www.camara.gov.br/internet/deputado/bandep/73466.jpg,masculino,PR,PPS,623,4,3215-5623,dep.rubensbueno@camara.gov.br,,
141527,2565,Titular,511,5830450,RENATO DELMAR MOLLING,RENATO MOLLING,http://www.camara.gov.br/internet/deputado/bandep/141527.jpg,masculino,RS,PP,337,4,3215-5337,dep.renatomolling@camara.gov.br,,
178834,3028,Titular,185,5830613,ADALBERTO SOUZA GALVÃO,BEBETO,http://www.camara.gov.br/internet/deputado/bandep/178834.jpg,masculino,BA,PSB,541,4,3215-5541,dep.bebeto@camara.gov.br,,
178831,3045,Titular,9,5830650,ANDRE DOS SANTOS ABDON,ANDRÉ ABDON,http://www.camara.gov.br/internet/deputado/bandep/178831.jpg,masculino,AP,PP,831,4,3215-5831,dep.andreabdon@camara.gov.br,,
178985,3730,Titular,378,5830556,MIGUEL LOMBARDI,MIGUEL LOMBARDI,http://www.camara.gov.br/internet/deputado/bandep/178985.jpg,masculino,SP,PR,835,4,3215-5835,dep.miguellombardi@camara.gov.br,,
74359,3499,Titular,47,5830458,NILTON BALBINO,NILTON CAPIXABA,http://www.camara.gov.br/internet/deputado/bandep/74359.jpg,masculino,RO,PTB,724,4,3215-5724,dep.niltoncapixaba@camara.gov.br,,
141484,2385,Titular,29,5830567,LÚCIO DUTRA VALE,LÚCIO VALE,http://www.camara.gov.br/internet/deputado/bandep/141484.jpg,masculino,PA,PR,822,4,3215-5822,dep.luciovale@camara.gov.br,,
134812,3087,Titular,27,5830604,EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,http://www.camara.gov.br/internet/deputado/bandep/134812.jpg,masculino,PA,PSOL,301,4,3215-5301,dep.edmilsonrodrigues@camara.gov.br,,
178898,3768,Titular,266,5830759,SERGIO LUCIO DE ALMEIDA,TENENTE LÚCIO,http://www.camara.gov.br/internet/deputado/bandep/178898.jpg,masculino,MG,PSB,239,4,3215-5239,dep.tenentelucio@camara.gov.br,,
160515,2857,Titular,484,5830753,RONALDO JOSÉ BENEDET,RONALDO BENEDET,http://www.camara.gov.br/internet/deputado/bandep/160515.jpg,masculino,SC,PMDB,918,4,3215-5918,dep.ronaldobenedet@camara.gov.br,,
162332,2874,Titular,459,5830410,LUIZ HILOSHI NISHIMORI,LUIZ NISHIMORI,http://www.camara.gov.br/internet/deputado/bandep/162332.jpg,masculino,PR,PR,907,4,3215-5907,dep.luiznishimori@camara.gov.br,,
74693,3578,Titular,322,5830464,RODRIGO FELINTO IBARRA EPITÁCIO MAIA,RODRIGO MAIA,http://www.camara.gov.br/internet/deputado/bandep/74693.jpg,masculino,RJ,DEM,308,4,3215-5308,dep.rodrigomaia@camara.gov.br,,
160677,2783,Titular,297,5830707,FRANCISCO FLORIANO DE SOUSA SILVA,FRANCISCO FLORIANO,http://www.camara.gov.br/internet/deputado/bandep/160677.jpg,masculino,RJ,DEM,719,4,3215-5719,dep.franciscofloriano@camara.gov.br,,
178914,3032,Titular,138,5830364,ADALBERTO CAVALCANTI RODRIGUES,ADALBERTO CAVALCANTI,http://www.camara.gov.br/internet/deputado/bandep/178914.jpg,masculino,PE,PTB,402,4,3215-5402,dep.adalbertocavalcanti@camara.gov.br,,
74460,3523,Titular,110,5830659,MARCELO COSTA E CASTRO,MARCELO CASTRO,http://www.camara.gov.br/internet/deputado/bandep/74460.jpg,masculino,PI,PMDB,811,4,3215-5811,dep.marcelocastro@camara.gov.br,,
74537,3166,Titular,186,5830679,CLÁUDIO CAJADO SAMPAIO,CLAUDIO CAJADO,http://www.camara.gov.br/internet/deputado/bandep/74537.jpg,masculino,BA,DEM,630,4,3215-5630,dep.claudiocajado@camara.gov.br,,
160610,2750,Titular,218,5830418,VALMIR CARLOS DA ASSUNÇÃO,VALMIR ASSUNÇÃO,http://www.camara.gov.br/internet/deputado/bandep/160610.jpg,masculino,BA,PT,739,4,3215-5739,dep.valmirassuncao@camara.gov.br,,
160532,2799,Titular,345,5830750,ADRIANO ELI CORRÊA,ELI CORRÊA FILHO,http://www.camara.gov.br/internet/deputado/bandep/160532.jpg,masculino,SP,DEM,850,4,3215-5850,dep.elicorreafilho@camara.gov.br,,
178855,3487,Titular,199,5830324,ANTONIO LAZARO SILVA,IRMÃO LAZARO,http://www.camara.gov.br/internet/deputado/bandep/178855.jpg,masculino,BA,PSC,450,4,3215-5450,dep.irmaolazaro@camara.gov.br,,
178975,3052,Titular,342,5830607,LUIZ FELIPE BALEIA TENUTO ROSSI,BALEIA ROSSI,http://www.camara.gov.br/internet/deputado/bandep/178975.jpg,masculino,SP,PMDB,829,4,3215-5829,dep.baleiarossi@camara.gov.br,,
178884,3393,Titular,74,5830656,HILDO AUGUSTO DA ROCHA NETO,HILDO ROCHA,http://www.camara.gov.br/internet/deputado/bandep/178884.jpg,masculino,MA,PMDB,734,4,3215-5734,dep.hildorocha@camara.gov.br,,
178865,3059,Titular,94,5830773,FLAVIO ALVES SABINO,CABO SABINO,http://www.camara.gov.br/internet/deputado/bandep/178865.jpg,masculino,CE,PR,617,4,3215-5617,dep.cabosabino@camara.gov.br,,
164360,2925,Titular,477,5830630,CARMEN EMÍLIA BONFÁ ZANOTTO,CARMEN ZANOTTO,http://www.camara.gov.br/internet/deputado/bandep/164360.jpg,feminino,SC,PPS,240,4,3215-5240,dep.carmenzanotto@camara.gov.br,,
160543,2732,Titular,174,5830799,ANDRÉ LUIS DANTAS FERREIRA,ANDRE MOURA,http://www.camara.gov.br/internet/deputado/bandep/160543.jpg,masculino,SE,PSC,846,4,3215-5846,dep.andremoura@camara.gov.br,,
74043,1277,Titular,136,5830395,JOSÉ WELLINGTON ROBERTO,WELLINGTON ROBERTO,http://www.camara.gov.br/internet/deputado/bandep/74043.jpg,masculino,PB,PR,514,4,3215-5514,dep.wellingtonroberto@camara.gov.br,,
81232,2691,Titular,65,5830444,IRAJÁ SILVESTRE FILHO,IRAJÁ ABREU,http://www.camara.gov.br/internet/deputado/bandep/81232.jpg,masculino,TO,PSD,802,4,3215-5802,dep.irajaabreu@camara.gov.br,,
67312,3697,Titular,34,5830699,JULIA MARIA GODINHO DA CRUZ MARINHO,JÚLIA MARINHO,http://www.camara.gov.br/internet/deputado/bandep/67312.jpg,feminino,PA,PSC,707,4,3215-5707,dep.juliamarinho@camara.gov.br,,
171617,2973,Titular,170,5830375,PAULO FERNANDO DOS SANTOS,PAULÃO,http://www.camara.gov.br/internet/deputado/bandep/171617.jpg,masculino,AL,PT,366,3,3215-5366,dep.paulao@camara.gov.br,,
178868,3736,Titular,107,5830301,LUIZ ODORICO MONTEIRO DE ANDRADE,ODORICO MONTEIRO,http://www.camara.gov.br/internet/deputado/bandep/178868.jpg,masculino,CE,PSB,582,3,3215-5582,dep.odoricomonteiro@camara.gov.br,,
178933,3809,Titular,467,5830722,SERGIO DE SOUZA,SERGIO SOUZA,http://www.camara.gov.br/internet/deputado/bandep/178933.jpg,masculino,PR,PMDB,702,4,3215-5702,dep.sergiosouza@camara.gov.br,,
74833,1308,Titular,288,5830793,AROLDE DE OLIVEIRA,AROLDE DE OLIVEIRA,http://www.camara.gov.br/internet/deputado/bandep/74833.jpg,masculino,RJ,PSC,917,4,3215-5917,dep.aroldedeoliveira@camara.gov.br,,
74467,3530,Titular,127,5830673,DAMIÃO FELICIANO DA SILVA,DAMIÃO FELICIANO,http://www.camara.gov.br/internet/deputado/bandep/74467.jpg,masculino,PB,PDT,938,4,3215-5938,dep.damiaofeliciano@camara.gov.br,,
178973,3044,Titular,332,5830779,ANA LUCIA LIPPAUS PERUGINI,ANA PERUGINI,http://www.camara.gov.br/internet/deputado/bandep/178973.jpg,feminino,SP,PT,436,4,3215-5436,dep.anaperugini@camara.gov.br,,
73781,3309,Titular,458,5830544,NELSON MEURER,NELSON MEURER,http://www.camara.gov.br/internet/deputado/bandep/73781.jpg,masculino,PR,PP,916,4,3215-5916,dep.nelsonmeurer@camara.gov.br,,
178974,3047,Titular,341,5830481,ANDRES NAVARRO SANCHEZ,ANDRES SANCHEZ,http://www.camara.gov.br/internet/deputado/bandep/178974.jpg,masculino,SP,PT,939,4,3215-5939,dep.andressanchez@camara.gov.br,,
178978,3191,Titular,357,5830493,FLAVIO AUGUSTO DA SILVA,FLAVINHO,http://www.camara.gov.br/internet/deputado/bandep/178978.jpg,masculino,SP,PSB,369,3,3215-5369,dep.flavinho@camara.gov.br,,
74459,1935,Titular,109,5830530,ÁTILA FREITAS LIRA,ÁTILA LIRA,http://www.camara.gov.br/internet/deputado/bandep/74459.jpg,masculino,PI,PSB,640,4,3215-5640,dep.atilalira@camara.gov.br,,
66828,3134,Titular,355,5830338,FAUSTO RUY PINATO,FAUSTO PINATO,http://www.camara.gov.br/internet/deputado/bandep/66828.jpg,masculino,SP,PP,562,4,3215-5562,dep.faustopinato@camara.gov.br,,
178950,3049,Titular,121,5830587,ANTONIO JACOME DE LIMA JUNIOR,ANTÔNIO JÁCOME,http://www.camara.gov.br/internet/deputado/bandep/178950.jpg,masculino,RN,PODE,230,4,3215-5230,dep.antoniojacome@camara.gov.br,,
160622,2820,Titular,395,5830344,VICENTE CÂNDIDO DA SILVA,VICENTE CANDIDO,http://www.camara.gov.br/internet/deputado/bandep/160622.jpg,masculino,SP,PT,819,4,3215-5819,dep.vicentecandido@camara.gov.br,,
177282,2994,Titular,273,5830736,LUIZ GONZAGA RIBEIRO,SUBTENENTE GONZAGA,http://www.camara.gov.br/internet/deputado/bandep/177282.jpg,masculino,MG,PDT,750,4,3215-5750,dep.subtenentegonzaga@camara.gov.br,,
160659,2805,Titular,356,5830730,IOLANDA KEIKO MIASHIRO OTA,KEIKO OTA,http://www.camara.gov.br/internet/deputado/bandep/160659.jpg,feminino,SP,PSB,523,4,3215-5523,dep.keikoota@camara.gov.br,,
74585,3595,Titular,243,5830687,LINCOLN DINIZ PORTELA,LINCOLN PORTELA,http://www.camara.gov.br/internet/deputado/bandep/74585.jpg,masculino,MG,PRB,615,4,3215-5615,dep.lincolnportela@camara.gov.br,,
178926,3750,Titular,117,5830636,RODRIGO RODRIGUES DE SOUZA MARTINS,RODRIGO MARTINS,http://www.camara.gov.br/internet/deputado/bandep/178926.jpg,masculino,PI,PSB,558,4,3215-5558,dep.rodrigomartins@camara.gov.br,,
160642,2724,Titular,155,5830387,FRANCISCO EURICO DA SILVA,PASTOR EURICO,http://www.camara.gov.br/internet/deputado/bandep/160642.jpg,masculino,PE,PHS,906,4,3215-5906,dep.pastoreurico@camara.gov.br,,
178992,3777,Titular,399,5830438,VITOR LIPPI,VITOR LIPPI,http://www.camara.gov.br/internet/deputado/bandep/178992.jpg,masculino,SP,PSDB,823,4,3215-5823,dep.vitorlippi@camara.gov.br,,
73434,1410,Titular,337,5830487,ARNALDO FARIA DE SÁ,ARNALDO FARIA DE SÁ,http://www.camara.gov.br/internet/deputado/bandep/73434.jpg,masculino,SP,PTB,929,4,3215-5929,dep.arnaldofariadesa@camara.gov.br,,
160665,2718,Titular,528,5830811,AUGUSTO RODRIGUES COUTINHO DE MELO,AUGUSTO COUTINHO,http://www.camara.gov.br/internet/deputado/bandep/160665.jpg,masculino,PE,SD,373,3,3215-5373,dep.augustocoutinho@camara.gov.br,,
92699,,Suplente,529,5830812,FERNANDO MONTEIRO DE ALBUQUERQUE,FERNANDO MONTEIRO,http://www.camara.gov.br/internet/deputado/bandep/92699.jpg,masculino,PE,PP,282,3,3215-5282,dep.fernandomonteiro@camara.gov.br,,
74474,1071,Suplente,530,5830813,CARLOS EDUARDO CINTRA DA COSTA PEREIRA,CARLOS EDUARDO CADOCA,http://www.camara.gov.br/internet/deputado/bandep/74474.jpg,masculino,PE,PDT,718,4,3215-5718,dep.carloseduardocadoca@camara.gov.br,,
180545,,Titular,531,5830814,OSMAR STUART BERTOLDI,OSMAR BERTOLDI,http://www.camara.gov.br/internet/deputado/bandep/180545.jpg,masculino,PR,DEM,268,3,3215-5268,dep.osmarbertoldi@camara.gov.br,,
160631,2793,Titular,535,5830826,WALNEY DA ROCHA CARVALHO,WALNEY ROCHA,http://www.camara.gov.br/internet/deputado/bandep/160631.jpg,masculino,RJ,PEN,575,3,3215-5575,dep.walneyrocha@camara.gov.br,,
73568,3551,Titular,537,5830828,CELSO ALENCAR RAMOS JACOB,CELSO JACOB,http://www.camara.gov.br/internet/deputado/bandep/73568.jpg,masculino,RJ,PMDB,382,3,3215-5382,dep.celsojacob@camara.gov.br,,
124411,,Suplente,540,5830831,MAURO PEREIRA,MAURO PEREIRA,http://www.camara.gov.br/internet/deputado/bandep/124411.jpg,masculino,RS,PMDB,843,4,3215-5843,dep.mauropereira@camara.gov.br,,
131966,2172,Suplente,539,5830830,JOSÉ ALBERTO FOGAÇA DE MEDEIROS,JOSÉ FOGAÇA,http://www.camara.gov.br/internet/deputado/bandep/131966.jpg,masculino,RS,PMDB,376,3,3215-5376,dep.josefogaca@camara.gov.br,,
185500,,Suplente,543,5830834,DEOCLIDES ANTONIO SANTOS NETO MACEDO,DEOCLIDES MACEDO,http://www.camara.gov.br/internet/deputado/bandep/185500.jpg,masculino,MA,PDT,350,4,3215-5350,dep.deoclidesmacedo@camara.gov.br,,
73805,1234,Suplente,546,5830837,ROBERTO JOÃO PEREIRA FREIRE,ROBERTO FREIRE,http://www.camara.gov.br/internet/deputado/bandep/73805.jpg,masculino,SP,PPS,242,4,3215-5242,dep.robertofreire@camara.gov.br,,
160582,2694,Suplente,548,5830840,JOSÉ ALBERTO OLIVEIRA VELOSO FILHO,ALBERTO FILHO,http://www.camara.gov.br/internet/deputado/bandep/160582.jpg,masculino,MA,PMDB,202,4,3215-5202,dep.albertofilho@camara.gov.br,,
151965,2611,Suplente,549,5830841,JOSÉ DE ANDRADE MAIA FILHO,MAIA FILHO,http://www.camara.gov.br/internet/deputado/bandep/151965.jpg,masculino,PI,PP,624,4,3215-5624,dep.maiafilho@camara.gov.br,,
189593,,Titular,550,5830842,WADIH NEMER DAMOUS FILHO,WADIH DAMOUS,http://www.camara.gov.br/internet/deputado/bandep/189593.jpg,masculino,RJ,PT,413,4,3215-5413,dep.wadihdamous@camara.gov.br,,
122158,2787,Titular,314,5830515,PEDRO PAULO CARVALHO TEIXEIRA,PEDRO PAULO,http://www.camara.gov.br/internet/deputado/bandep/122158.jpg,masculino,RJ,PMDB,727,4,3215-5727,dep.pedropaulo@camara.gov.br,,
74856,3268,Titular,558,5830850,MARIA LAURA MONTEZA DE SOUZA CARNEIRO,LAURA CARNEIRO,http://www.camara.gov.br/internet/deputado/bandep/74856.jpg,feminino,RJ,PMDB,419,4,3215-5419,dep.lauracarneiro@camara.gov.br,,
73786,1874,Suplente,566,5830862,REINHOLD STEPHANES,REINHOLD STEPHANES,http://www.camara.gov.br/internet/deputado/bandep/73786.jpg,masculino,PR,PSD,519,4,3215-5519,dep.reinholdstephanes@camara.gov.br,,
193982,,Suplente,569,5830865,LUCIANO FRED BRAGA PENHA,PASTOR LUCIANO BRAGA,http://www.camara.gov.br/internet/deputado/bandep/193982.jpg,masculino,BA,PRB,810,4,3215-5810,dep.pastorlucianobraga@camara.gov.br,,
194260,,Suplente,576,5830885,NIVALDO FERREIRA DE ALBUQUERQUE NETO,NIVALDO ALBUQUERQUE,http://www.camara.gov.br/internet/deputado/bandep/194260.jpg,masculino,AL,PRP,425,4,3215-5425,dep.nivaldoalbuquerque@camara.gov.br,,
81366,,Titular,588,5830907,LUANA MARIA DA SILVA COSTA,LUANA COSTA,http://www.camara.gov.br/internet/deputado/bandep/81366.jpg,feminino,MA,PSB,324,4,3215-5324,dep.luanacosta@camara.gov.br,,
195826,,Titular,592,5830911,MARCELO JANDRE DELAROLI,MARCELO DELAROLI,http://www.camara.gov.br/internet/deputado/bandep/195826.jpg,masculino,RJ,PR,509,4,3215-5509,dep.marcelodelaroli@camara.gov.br,,
66179,,Titular,593,5830912,NORMA AYUB ALVES,NORMA AYUB,http://www.camara.gov.br/internet/deputado/bandep/66179.jpg,feminino,ES,DEM,601,4,3215-5601,dep.normaayub@camara.gov.br,,
73992,3388,Titular,598,5830917,YEDA RORATO CRUSIUS,YEDA CRUSIUS,http://www.camara.gov.br/internet/deputado/bandep/73992.jpg,feminino,RS,PSDB,445,4,3215-5445,dep.yedacrusius@camara.gov.br,,
196378,,Suplente,599,5830918,IZAQUE JOSE DA SILVA,IZAQUE SILVA,http://www.camara.gov.br/internet/deputado/bandep/196378.jpg,masculino,SP,PSDB,915,4,3215-5915,dep.izaquesilva@camara.gov.br,,
91208,3865,Suplente,600,5830919,ROBINSON SANTOS ALMEIDA,ROBINSON ALMEIDA,http://www.camara.gov.br/internet/deputado/bandep/91208.jpg,masculino,BA,PT,576,3,3215-5576,dep.robinsonalmeida@camara.gov.br,,
198198,,Suplente,602,5830921,LUZIA MARIA FERREIRA,LUZIA FERREIRA,http://www.camara.gov.br/internet/deputado/bandep/198198.jpg,feminino,MG,PPS,211,4,3215-5211,dep.luziaferreira@camara.gov.br,,
73584,1066,Titular,519,5830802,ANTONIO CARLOS DE MENDES THAME,ANTONIO CARLOS MENDES THAME,http://www.camara.gov.br/internet/deputado/bandep/73584.jpg,masculino,SP,PV,626,4,3215-5626,dep.antoniocarlosmendesthame@camara.gov.br,,
146949,2729,Suplente,586,5830905,ROSEANE CAVALCANTE DE FREITAS ESTRELA,ROSINHA DA ADEFAL,http://www.camara.gov.br/internet/deputado/bandep/146949.jpg,feminino,AL,PTdoB,412,4,3215-5412,dep.rosinhadaadefal@camara.gov.br,,
167614,2943,Suplente,573,5830881,SEVERINO DE SOUZA SILVA,SEVERINO NINHO,http://www.camara.gov.br/internet/deputado/bandep/167614.jpg,masculino,PE,PSB,314,4,3215-5314,dep.severinoninho@camara.gov.br,,
195278,,Suplente,584,5830903,MOISES DINIZ LIMA,MOISÉS DINIZ,http://www.camara.gov.br/internet/deputado/bandep/195278.jpg,masculino,AC,PCdoB,421,4,3215-5421,dep.moisesdiniz@camara.gov.br,,
74277,1599,Titular,521,5830804,ANTONIO ADOLPHO LOBBE NETO,LOBBE NETO,http://www.camara.gov.br/internet/deputado/bandep/74277.jpg,masculino,SP,PSDB,275,3,3215-5275,dep.lobbeneto@camara.gov.br,,
101309,3812,Suplente,525,5830808,DAVIDSON DE MAGALHÃES SANTOS,DAVIDSON MAGALHÃES,http://www.camara.gov.br/internet/deputado/bandep/101309.jpg,masculino,BA,PCdoB,642,4,3215-5642,dep.davidsonmagalhaes@camara.gov.br,,
194262,,Suplente,578,5830887,JONES ALEXANDRE MARTINS,JONES MARTINS,http://www.camara.gov.br/internet/deputado/bandep/194262.jpg,masculino,RS,PMDB,927,4,3215-5927,dep.jonesmartins@camara.gov.br,,
141560,2545,Titular,518,5830801,WALTER SHINDI IIHOSHI,WALTER IHOSHI,http://www.camara.gov.br/internet/deputado/bandep/141560.jpg,masculino,SP,PSD,372,3,3215-5372,dep.walterihoshi@camara.gov.br,,
133374,2075,Suplente,520,5830803,ADEMIR CAMILO PRATES RODRIGUES,ADEMIR CAMILO,http://www.camara.gov.br/internet/deputado/bandep/133374.jpg,masculino,MG,PODE,556,4,3215-5556,dep.ademircamilo@camara.gov.br,,
74103,1653,Suplente,555,5830847,FRANCISCO ARIOSTO HOLANDA,ARIOSTO HOLANDA,http://www.camara.gov.br/internet/deputado/bandep/74103.jpg,masculino,CE,PDT,522,4,3215-5522,dep.ariostoholanda@camara.gov.br,,
74095,1622,Titular,40,5830374,PAUDERNEY TOMAZ AVELINO,PAUDERNEY AVELINO,http://www.camara.gov.br/internet/deputado/bandep/74095.jpg,masculino,AM,DEM,610,4,3215-5610,dep.pauderneyavelino@camara.gov.br,,
74075,3188,Titular,21,5830325,ELCIONE THEREZINHA ZAHLUTH BARBALHO,ELCIONE BARBALHO,http://www.camara.gov.br/internet/deputado/bandep/74075.jpg,feminino,PA,PMDB,919,4,3215-5919,dep.elcionebarbalho@camara.gov.br,,
178873,3312,Titular,279,5830351,HELDER IGNACIO SALOMAO,HELDER SALOMÃO,http://www.camara.gov.br/internet/deputado/bandep/178873.jpg,masculino,ES,PT,573,3,3215-5573,dep.heldersalomao@camara.gov.br,,
178989,3746,Titular,330,5830772,RENATA HELLMEISTER DE ABREU,RENATA ABREU,http://www.camara.gov.br/internet/deputado/bandep/178989.jpg,feminino,SP,PODE,726,4,3215-5726,dep.renataabreu@camara.gov.br,,
148134,2593,Titular,406,5830388,VICTORIO GALLI FILHO,PROFESSOR VICTÓRIO GALLI,http://www.camara.gov.br/internet/deputado/bandep/148134.jpg,masculino,MT,PSC,539,4,3215-5539,dep.professorvictoriogalli@camara.gov.br,,
